               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.070534,            0.021748,             0.02248,             0.46621,              0.8578,             0.62821,             0.27673,            0.031884,           0.0057188,           0.0024541,            0.070182,           0.0033131,           0.0033131
                   1,            0.051721,            0.012364,           0.0042371,             0.68399,             0.91041,             0.85264,             0.38155,            0.029319,           0.0039409,           0.0017357,             0.04005,           0.0065149,           0.0065149
                   2,            0.047285,            0.010471,            0.004044,              0.8395,             0.99645,             0.96241,             0.57204,            0.022579,           0.0033743,           0.0021626,           0.0097866,           0.0095846,           0.0095846
                   3,            0.041778,           0.0098293,           0.0028653,             0.97486,             0.93534,             0.97784,             0.64717,             0.01629,           0.0037261,           0.0017355,            0.009406,            0.009406,            0.009406
                   4,            0.037966,           0.0093794,           0.0025481,             0.91734,                   1,             0.98394,             0.68236,            0.017108,           0.0030376,           0.0010281,            0.009406,            0.009406,            0.009406
                   5,            0.034306,            0.009028,           0.0018838,             0.95024,             0.99571,             0.99033,             0.65282,            0.017631,           0.0032979,          0.00065958,            0.009208,            0.009208,            0.009208
                   6,            0.032876,           0.0087734,           0.0026563,             0.99548,             0.98845,             0.99465,              0.7098,            0.014008,           0.0029946,          0.00085969,             0.00901,             0.00901,             0.00901
                   7,            0.031969,           0.0085467,           0.0018699,             0.99664,                   1,               0.995,             0.68173,            0.015429,           0.0029016,          0.00061388,            0.008812,            0.008812,            0.008812
                   8,            0.030733,           0.0081709,           0.0015576,             0.99805,                   1,               0.995,             0.74272,            0.014203,           0.0028576,          0.00047055,            0.008614,            0.008614,            0.008614
                   9,            0.030243,           0.0082205,           0.0011485,             0.99771,                   1,               0.995,             0.74558,             0.01354,           0.0026591,          0.00047419,            0.008416,            0.008416,            0.008416
                  10,            0.029143,           0.0079724,           0.0013439,             0.99774,                   1,               0.995,             0.74753,            0.013854,           0.0026661,          0.00028648,            0.008218,            0.008218,            0.008218
                  11,             0.02848,           0.0080956,            0.001444,              0.9944,                   1,             0.99493,             0.71141,            0.014827,           0.0026185,          0.00041222,             0.00802,             0.00802,             0.00802
                  12,            0.027991,           0.0077483,           0.0010876,             0.99817,                   1,               0.995,             0.74272,            0.013217,           0.0025475,          0.00033166,            0.007822,            0.007822,            0.007822
                  13,            0.026994,           0.0077873,          0.00094451,             0.99888,                   1,               0.995,             0.78748,             0.01191,           0.0025022,           0.0003194,            0.007624,            0.007624,            0.007624
                  14,            0.026521,           0.0077225,          0.00069384,             0.97991,             0.97489,             0.99277,             0.75091,            0.013022,           0.0031607,          0.00041886,            0.007426,            0.007426,            0.007426
                  15,              0.0251,           0.0074586,          0.00074031,             0.99858,                   1,               0.995,             0.76769,            0.012827,           0.0024924,          0.00025656,            0.007228,            0.007228,            0.007228
                  16,            0.024798,           0.0072538,          0.00081861,             0.99907,                   1,               0.995,             0.77296,            0.012189,           0.0024195,          0.00033049,             0.00703,             0.00703,             0.00703
                  17,            0.025061,           0.0072271,          0.00089768,             0.99811,                   1,               0.995,             0.76406,            0.012473,           0.0025749,          0.00025177,            0.006832,            0.006832,            0.006832
                  18,             0.02547,           0.0072628,           0.0011885,             0.99878,                   1,               0.995,             0.77649,             0.01217,           0.0024522,          0.00021726,            0.006634,            0.006634,            0.006634
                  19,            0.024785,           0.0071247,          0.00083479,             0.99881,                   1,               0.995,             0.78248,            0.012162,           0.0023614,          0.00019757,            0.006436,            0.006436,            0.006436
                  20,            0.023942,           0.0071283,          0.00062292,             0.99884,                   1,               0.995,             0.78761,             0.01138,           0.0024972,           0.0002223,            0.006238,            0.006238,            0.006238
                  21,            0.024044,           0.0070486,           0.0005482,             0.99867,                   1,               0.995,             0.79212,            0.011502,            0.002344,          0.00019514,             0.00604,             0.00604,             0.00604
                  22,            0.023615,           0.0071144,          0.00072736,             0.99843,                   1,               0.995,             0.77227,             0.01131,           0.0023422,          0.00019261,            0.005842,            0.005842,            0.005842
                  23,            0.023662,           0.0070495,          0.00063968,             0.99908,                   1,               0.995,             0.78045,            0.011409,           0.0023107,          0.00016852,            0.005644,            0.005644,            0.005644
                  24,            0.022692,           0.0068673,          0.00049203,             0.99855,                   1,               0.995,             0.80189,            0.011215,           0.0023433,          0.00019829,            0.005446,            0.005446,            0.005446
                  25,            0.022723,           0.0068016,          0.00042331,             0.99879,                   1,               0.995,             0.78472,            0.011521,           0.0023078,          0.00014486,            0.005248,            0.005248,            0.005248
                  26,            0.023038,           0.0069258,          0.00051559,             0.99822,                   1,               0.995,             0.79779,            0.010967,           0.0022699,          0.00025241,             0.00505,             0.00505,             0.00505
                  27,            0.022238,           0.0066715,          0.00048701,             0.99895,                   1,               0.995,             0.79034,            0.010967,              0.0023,          0.00011756,            0.004852,            0.004852,            0.004852
                  28,            0.022089,            0.006914,          0.00080981,             0.99914,                   1,               0.995,             0.79488,            0.010937,           0.0023103,          0.00014776,            0.004654,            0.004654,            0.004654
                  29,            0.022152,           0.0067038,            0.000905,             0.99832,                   1,               0.995,             0.79443,            0.010926,           0.0023403,          0.00014452,            0.004456,            0.004456,            0.004456
                  30,            0.021722,            0.006557,          0.00047154,             0.99848,                   1,               0.995,             0.80762,            0.010847,           0.0023079,          0.00012181,            0.004258,            0.004258,            0.004258
                  31,            0.021329,           0.0067118,          0.00045344,              0.9981,                   1,               0.995,              0.7969,            0.010963,           0.0023243,          0.00012407,             0.00406,             0.00406,             0.00406
                  32,            0.021471,           0.0064928,           0.0003519,             0.99863,                   1,               0.995,             0.79642,            0.010933,           0.0021983,          0.00011868,            0.003862,            0.003862,            0.003862
                  33,            0.021158,            0.006453,          0.00037032,             0.99868,                   1,               0.995,              0.8023,            0.010715,           0.0022864,           0.0001158,            0.003664,            0.003664,            0.003664
                  34,            0.021283,            0.006549,          0.00029126,             0.99889,                   1,               0.995,              0.7949,            0.010947,           0.0022287,          9.2209e-05,            0.003466,            0.003466,            0.003466
                  35,            0.020931,           0.0064445,          0.00058239,             0.99903,                   1,               0.995,             0.79819,            0.010982,           0.0022153,          0.00010388,            0.003268,            0.003268,            0.003268
                  36,            0.019804,           0.0064376,          0.00040717,             0.99924,                   1,               0.995,             0.80301,            0.010857,           0.0021971,          8.6121e-05,             0.00307,             0.00307,             0.00307
                  37,            0.020653,           0.0064027,          0.00043422,             0.99896,                   1,               0.995,             0.80749,            0.010707,            0.002188,          7.3353e-05,            0.002872,            0.002872,            0.002872
                  38,            0.019801,           0.0062574,          0.00043134,             0.99895,                   1,               0.995,             0.80036,            0.010657,           0.0022298,          5.9655e-05,            0.002674,            0.002674,            0.002674
                  39,            0.019791,           0.0063384,          0.00031072,             0.99909,                   1,               0.995,             0.80308,            0.010871,           0.0022009,          6.6388e-05,            0.002476,            0.002476,            0.002476
                  40,            0.020345,           0.0061991,          0.00055045,             0.99926,                   1,               0.995,             0.80299,            0.010701,           0.0021663,          6.7559e-05,            0.002278,            0.002278,            0.002278
                  41,            0.019608,           0.0064708,          0.00033523,             0.99921,                   1,               0.995,             0.80925,            0.010382,            0.002154,          5.8522e-05,             0.00208,             0.00208,             0.00208
                  42,            0.019019,           0.0063979,          0.00031189,             0.99888,                   1,               0.995,             0.80259,            0.010651,           0.0021591,          4.4525e-05,            0.001882,            0.001882,            0.001882
                  43,            0.019018,           0.0061319,          0.00021418,             0.99912,                   1,               0.995,             0.80332,            0.010869,           0.0022361,          3.9208e-05,            0.001684,            0.001684,            0.001684
