               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.07638,            0.022632,            0.035115,             0.80344,             0.38486,             0.36071,             0.15372,            0.040695,           0.0081116,            0.012928,            0.070127,           0.0033193,           0.0033193
                   1,            0.054161,            0.014714,            0.011338,             0.90958,             0.45585,             0.54488,             0.28487,            0.030366,           0.0059329,           0.0069271,            0.040061,           0.0065867,           0.0065867
                   2,            0.049197,            0.012612,           0.0076543,             0.83875,              0.5477,             0.64722,             0.40932,            0.028033,           0.0057572,           0.0063227,           0.0099289,           0.0097882,           0.0097882
                   3,            0.043593,            0.012024,           0.0057321,             0.62167,             0.74398,             0.73063,             0.46603,            0.025965,           0.0061641,           0.0071222,            0.009703,            0.009703,            0.009703
                   4,            0.038895,            0.011015,           0.0046603,             0.81803,             0.78089,             0.83064,              0.5527,            0.022483,           0.0047973,            0.003638,            0.009703,            0.009703,            0.009703
                   5,            0.035477,            0.010434,           0.0032563,             0.85516,             0.96801,             0.93531,              0.6202,            0.022335,           0.0045224,            0.002817,            0.009604,            0.009604,            0.009604
                   6,            0.033705,            0.010318,           0.0027717,             0.88541,              0.9453,             0.95705,             0.61278,            0.022589,           0.0044968,           0.0026377,            0.009505,            0.009505,            0.009505
                   7,            0.032335,            0.010006,           0.0024803,             0.86248,             0.87894,             0.89066,              0.6288,            0.018911,             0.00436,           0.0023333,            0.009406,            0.009406,            0.009406
                   8,            0.030508,           0.0098646,           0.0022455,             0.95315,              0.8701,             0.91351,             0.66128,             0.01832,           0.0042789,           0.0022052,            0.009307,            0.009307,            0.009307
                   9,             0.02976,           0.0098091,           0.0019768,             0.95491,             0.95554,             0.96975,             0.71647,            0.016909,           0.0039721,           0.0019951,            0.009208,            0.009208,            0.009208
                  10,            0.028752,           0.0095356,           0.0017981,             0.90164,             0.99443,             0.97096,               0.732,             0.01726,           0.0039671,           0.0018909,            0.009109,            0.009109,            0.009109
                  11,            0.028332,           0.0095228,           0.0017465,             0.97803,             0.96577,             0.98693,             0.75014,            0.017139,            0.003902,           0.0020849,             0.00901,             0.00901,             0.00901
                  12,             0.02772,           0.0095655,           0.0015527,              0.9803,             0.96743,               0.983,             0.76469,            0.015967,            0.003841,           0.0018163,            0.008911,            0.008911,            0.008911
                  13,            0.026746,           0.0090388,           0.0014095,             0.98993,             0.98891,             0.99248,             0.78061,            0.016418,           0.0037429,            0.001788,            0.008812,            0.008812,            0.008812
                  14,              0.0266,           0.0090136,           0.0014079,             0.99007,             0.98982,             0.99312,              0.7937,            0.015639,           0.0036522,           0.0017983,            0.008713,            0.008713,            0.008713
                  15,            0.025901,           0.0089739,           0.0012506,             0.98972,             0.98965,             0.99291,             0.80753,            0.014975,           0.0036234,           0.0018076,            0.008614,            0.008614,            0.008614
                  16,            0.025271,           0.0087597,           0.0012565,             0.97296,             0.98747,             0.99148,             0.78605,            0.015865,            0.003613,           0.0018398,            0.008515,            0.008515,            0.008515
                  17,            0.024805,            0.008725,           0.0012968,             0.96669,             0.97738,             0.99101,             0.77934,            0.015263,           0.0036263,            0.001751,            0.008416,            0.008416,            0.008416
