               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.079031,            0.022934,             0.02354,             0.48888,             0.65821,             0.57194,              0.2033,             0.04464,           0.0089686,            0.004212,            0.070152,           0.0033165,           0.0033165
                   1,            0.054703,            0.014418,           0.0046958,             0.67063,             0.83973,             0.80004,             0.40482,            0.032802,           0.0067789,           0.0027608,            0.040086,            0.006584,            0.006584
                   2,             0.04987,            0.012504,           0.0033932,             0.71546,             0.93872,             0.85984,             0.42479,            0.029854,           0.0060578,           0.0023684,           0.0099538,           0.0097855,           0.0097855
                   3,            0.043519,            0.011576,           0.0028557,             0.97037,              0.9833,             0.98916,               0.639,             0.02379,           0.0056603,            0.002065,            0.009703,            0.009703,            0.009703
                   4,            0.038494,            0.011036,           0.0022681,             0.93322,             0.97886,             0.97759,             0.63592,            0.024467,           0.0051997,           0.0017429,            0.009703,            0.009703,            0.009703
                   5,             0.03576,            0.010496,           0.0017161,             0.99295,             0.98304,             0.99212,             0.67058,            0.021047,           0.0050156,           0.0018278,            0.009604,            0.009604,            0.009604
                   6,            0.033693,            0.010108,           0.0015057,             0.98253,             0.98141,             0.99224,             0.69226,            0.019531,           0.0047422,           0.0016158,            0.009505,            0.009505,            0.009505
                   7,            0.031768,           0.0098917,           0.0014085,             0.98888,             0.98514,             0.99224,             0.68967,            0.017828,           0.0044861,           0.0017327,            0.009406,            0.009406,            0.009406
                   8,            0.029483,           0.0094916,           0.0011959,             0.99549,             0.99029,             0.99062,             0.71121,            0.017677,           0.0044242,           0.0014931,            0.009307,            0.009307,            0.009307
                   9,            0.028917,           0.0096704,           0.0011742,             0.99085,             0.98713,             0.99353,             0.73112,            0.016759,           0.0044605,           0.0015241,            0.009208,            0.009208,            0.009208
                  10,            0.028579,           0.0093749,           0.0011651,             0.97875,             0.98435,             0.99252,             0.71858,            0.017556,           0.0048163,           0.0015906,            0.009109,            0.009109,            0.009109
                  11,            0.027453,           0.0093055,           0.0008931,             0.99004,             0.99142,             0.99301,             0.73211,            0.017186,           0.0044366,           0.0014423,             0.00901,             0.00901,             0.00901
                  12,            0.027016,           0.0091456,          0.00094442,             0.99291,              0.9911,             0.99221,             0.74279,            0.016043,           0.0042019,           0.0014313,            0.008911,            0.008911,            0.008911
                  13,            0.026225,           0.0090779,          0.00083443,             0.99526,             0.98908,             0.99344,             0.77354,            0.015869,           0.0040465,           0.0013871,            0.008812,            0.008812,            0.008812
                  14,             0.02579,           0.0087994,           0.0010836,             0.99374,             0.99145,             0.99227,             0.72823,              0.0166,           0.0042396,           0.0013579,            0.008713,            0.008713,            0.008713
                  15,            0.026114,           0.0089717,          0.00089199,             0.99465,             0.99144,             0.99276,             0.76072,            0.015142,           0.0040995,           0.0013993,            0.008614,            0.008614,            0.008614
                  16,            0.025378,           0.0088725,          0.00073259,              0.9937,             0.99271,              0.9938,             0.76317,            0.015211,           0.0040812,           0.0014036,            0.008515,            0.008515,            0.008515
                  17,            0.024968,           0.0086422,          0.00088818,               0.994,             0.98934,             0.99342,             0.75183,            0.015492,           0.0042048,           0.0014446,            0.008416,            0.008416,            0.008416
                  18,            0.025172,           0.0087204,          0.00068639,             0.98799,             0.99179,             0.99322,             0.75943,            0.015727,            0.004251,           0.0013738,            0.008317,            0.008317,            0.008317
                  19,            0.024211,           0.0086201,          0.00067192,             0.99404,             0.99145,             0.99258,             0.77371,            0.014536,           0.0038891,           0.0013554,            0.008218,            0.008218,            0.008218
                  20,            0.023733,           0.0086457,          0.00069636,             0.99506,             0.99145,              0.9938,             0.76427,            0.014867,           0.0039397,           0.0013628,            0.008119,            0.008119,            0.008119
                  21,            0.023566,            0.008505,          0.00062454,             0.99045,             0.99244,             0.99084,              0.7627,             0.01498,           0.0040701,           0.0013931,             0.00802,             0.00802,             0.00802
                  22,            0.024096,           0.0086612,          0.00069804,             0.99521,             0.99322,              0.9933,             0.75942,             0.01512,           0.0039023,           0.0013128,            0.007921,            0.007921,            0.007921
                  23,            0.023509,           0.0084536,          0.00057203,             0.99235,             0.99356,             0.99091,             0.77051,            0.014313,           0.0039071,           0.0013108,            0.007822,            0.007822,            0.007822
                  24,            0.023269,           0.0084532,          0.00049008,             0.99381,             0.99356,             0.99265,             0.77048,            0.014696,           0.0039349,           0.0013452,            0.007723,            0.007723,            0.007723
                  25,            0.022907,           0.0083561,          0.00053216,             0.99459,             0.99231,              0.9922,             0.76991,            0.014469,           0.0037503,           0.0013291,            0.007624,            0.007624,            0.007624
                  26,            0.022583,           0.0082873,          0.00052255,             0.99507,             0.99175,             0.99397,             0.77828,            0.014435,           0.0037875,           0.0013069,            0.007525,            0.007525,            0.007525
                  27,            0.022737,           0.0082082,          0.00048888,             0.99489,             0.99145,             0.99185,             0.77453,            0.014499,           0.0039025,           0.0013881,            0.007426,            0.007426,            0.007426
                  28,            0.022423,           0.0082046,          0.00053008,             0.99507,             0.99175,             0.99223,             0.77506,            0.014139,           0.0038951,           0.0013133,            0.007327,            0.007327,            0.007327
                  29,            0.022304,           0.0081919,          0.00047791,             0.99484,             0.99145,             0.99224,             0.78019,            0.014341,           0.0038769,           0.0013462,            0.007228,            0.007228,            0.007228
                  30,            0.022282,           0.0081794,          0.00052155,             0.99505,             0.99356,             0.99124,             0.76668,            0.014752,           0.0039253,           0.0013116,            0.007129,            0.007129,            0.007129
                  31,            0.022331,           0.0081586,          0.00055498,             0.99463,             0.99145,              0.9925,              0.7708,            0.014349,           0.0039072,           0.0013636,             0.00703,             0.00703,             0.00703
                  32,            0.022199,           0.0082233,          0.00047667,             0.99499,             0.99356,             0.99221,              0.7878,            0.013876,           0.0036826,           0.0013566,            0.006931,            0.006931,            0.006931
                  33,            0.022135,           0.0081033,          0.00062994,             0.99179,             0.99165,             0.99119,             0.78181,            0.014118,           0.0037361,           0.0013772,            0.006832,            0.006832,            0.006832
                  34,            0.021859,           0.0082385,           0.0005454,             0.99384,             0.99319,             0.99176,             0.78957,            0.014119,           0.0037543,           0.0013308,            0.006733,            0.006733,            0.006733
                  35,            0.021335,           0.0080904,          0.00043432,             0.99474,             0.99356,             0.99124,             0.78958,            0.013929,           0.0036558,           0.0013062,            0.006634,            0.006634,            0.006634
                  36,            0.021308,           0.0080891,          0.00042068,             0.99498,             0.99348,             0.99269,             0.78824,            0.013832,           0.0036685,            0.001309,            0.006535,            0.006535,            0.006535
                  37,            0.021246,           0.0079238,          0.00037008,             0.99414,             0.99319,             0.99115,             0.77952,            0.013997,           0.0037071,           0.0013531,            0.006436,            0.006436,            0.006436
                  38,            0.021594,           0.0078876,          0.00051878,             0.99475,             0.99145,             0.99223,             0.78807,            0.014298,           0.0038063,           0.0013332,            0.006337,            0.006337,            0.006337
                  39,            0.021028,           0.0079136,           0.0005209,             0.99382,             0.99177,             0.99201,             0.78369,            0.014214,           0.0038665,           0.0013447,            0.006238,            0.006238,            0.006238
                  40,            0.021091,           0.0078335,          0.00042143,             0.99471,             0.99195,             0.99157,             0.78528,            0.014056,           0.0037196,           0.0013419,            0.006139,            0.006139,            0.006139
                  41,            0.021087,           0.0077877,          0.00033424,             0.99455,             0.99145,             0.99171,             0.78715,            0.013925,            0.003706,           0.0013027,             0.00604,             0.00604,             0.00604
                  42,            0.020626,           0.0078645,          0.00035336,             0.99484,             0.99195,             0.99168,             0.79683,            0.013791,           0.0037434,           0.0013474,            0.005941,            0.005941,            0.005941
                  43,            0.020669,           0.0077425,          0.00033678,             0.99518,             0.99225,             0.99231,             0.78653,            0.013904,           0.0035782,           0.0013091,            0.005842,            0.005842,            0.005842
                  44,            0.020474,           0.0077444,          0.00039045,               0.995,             0.99145,             0.99253,             0.79978,            0.013317,           0.0036624,           0.0013072,            0.005743,            0.005743,            0.005743
                  45,            0.020692,           0.0075433,          0.00037763,             0.99388,             0.99308,             0.99229,              0.7868,            0.014199,           0.0038186,           0.0013081,            0.005644,            0.005644,            0.005644
                  46,            0.020376,           0.0076151,          0.00043157,             0.99473,             0.99356,              0.9933,              0.7879,            0.013905,            0.003712,           0.0012588,            0.005545,            0.005545,            0.005545
                  47,            0.020356,           0.0076382,          0.00040945,             0.99455,             0.99356,             0.99246,             0.79327,            0.013632,           0.0036477,           0.0012336,            0.005446,            0.005446,            0.005446
                  48,            0.020165,           0.0076275,          0.00040477,             0.99483,             0.99356,             0.99132,             0.79044,            0.013925,           0.0036982,           0.0013198,            0.005347,            0.005347,            0.005347
                  49,             0.02031,            0.007646,          0.00046724,             0.99494,             0.99356,             0.99204,             0.79423,            0.013523,           0.0036517,           0.0013186,            0.005248,            0.005248,            0.005248
                  50,            0.020584,           0.0076222,           0.0003314,             0.99505,             0.99356,             0.99223,             0.78923,            0.013711,           0.0036202,           0.0013096,            0.005149,            0.005149,            0.005149
                  51,            0.019768,           0.0075062,          0.00035106,             0.99489,             0.99356,             0.99252,             0.79363,             0.01366,           0.0036279,           0.0012813,             0.00505,             0.00505,             0.00505
                  52,            0.019511,           0.0075588,          0.00034178,             0.99517,             0.99356,             0.99218,             0.79624,            0.013269,           0.0035182,           0.0013109,            0.004951,            0.004951,            0.004951
                  53,             0.01949,           0.0074831,          0.00028396,             0.99504,             0.99324,             0.99203,             0.79793,             0.01332,           0.0035837,           0.0012936,            0.004852,            0.004852,            0.004852
                  54,            0.019736,           0.0074974,          0.00030834,             0.99495,             0.99356,             0.99233,             0.80263,            0.013196,            0.003617,           0.0013303,            0.004753,            0.004753,            0.004753
                  55,            0.019392,           0.0073987,          0.00026735,             0.99508,             0.99356,             0.99119,             0.80048,            0.013169,            0.003487,           0.0013438,            0.004654,            0.004654,            0.004654
                  56,            0.019508,           0.0074053,          0.00026348,             0.99507,             0.99356,              0.9918,             0.79506,            0.013445,           0.0035453,           0.0013378,            0.004555,            0.004555,            0.004555
                  57,            0.019283,           0.0073903,          0.00030332,             0.99472,             0.99323,              0.9917,             0.80426,            0.012883,           0.0035013,            0.001303,            0.004456,            0.004456,            0.004456
                  58,            0.019336,           0.0073894,          0.00027904,             0.99493,             0.99356,             0.99157,             0.80174,             0.01314,           0.0035822,            0.001319,            0.004357,            0.004357,            0.004357
                  59,            0.019262,           0.0074725,          0.00026028,             0.99501,             0.99356,             0.99109,             0.80171,            0.013179,           0.0036488,           0.0013373,            0.004258,            0.004258,            0.004258
                  60,             0.01932,           0.0074329,          0.00030119,             0.99518,             0.99356,             0.99153,             0.80373,             0.01331,           0.0035961,           0.0013306,            0.004159,            0.004159,            0.004159
                  61,            0.018839,           0.0074516,          0.00026792,             0.99462,             0.99356,             0.99157,             0.80073,            0.013289,           0.0035801,           0.0013218,             0.00406,             0.00406,             0.00406
                  62,            0.018674,           0.0073971,          0.00028203,              0.9947,             0.99356,             0.99199,             0.79454,            0.013225,           0.0035634,           0.0013693,            0.003961,            0.003961,            0.003961
                  63,            0.019122,           0.0073123,          0.00041068,             0.99436,             0.99356,             0.99105,              0.7954,            0.013457,           0.0035735,           0.0013539,            0.003862,            0.003862,            0.003862
                  64,            0.018773,           0.0073218,          0.00025095,             0.99482,             0.99356,              0.9918,              0.8004,            0.013166,           0.0035817,           0.0013312,            0.003763,            0.003763,            0.003763
                  65,            0.018617,           0.0072644,          0.00024648,               0.995,             0.99356,             0.99229,             0.79401,            0.013492,           0.0036325,           0.0013185,            0.003664,            0.003664,            0.003664
                  66,            0.018556,           0.0072266,          0.00024433,             0.99524,             0.99356,              0.9917,             0.80194,            0.013059,           0.0035415,           0.0013419,            0.003565,            0.003565,            0.003565
                  67,            0.018236,           0.0073298,          0.00025228,             0.99507,             0.99356,             0.99243,             0.80758,            0.013183,           0.0035535,           0.0013471,            0.003466,            0.003466,            0.003466
                  68,            0.018673,           0.0074807,          0.00035108,              0.9943,             0.99356,             0.99265,             0.80837,            0.012893,           0.0035266,           0.0013162,            0.003367,            0.003367,            0.003367
                  69,            0.018433,           0.0071225,          0.00023392,             0.99487,             0.99356,             0.99216,             0.80074,            0.013405,           0.0036115,           0.0013342,            0.003268,            0.003268,            0.003268
                  70,             0.01839,           0.0070536,          0.00019744,              0.9949,             0.99356,              0.9917,             0.79785,            0.013186,           0.0036128,           0.0013231,            0.003169,            0.003169,            0.003169
                  71,            0.017965,           0.0073255,          0.00026489,             0.99485,             0.99356,             0.99222,             0.80526,            0.013349,           0.0036312,           0.0013219,             0.00307,             0.00307,             0.00307
                  72,            0.018257,           0.0070482,          0.00028576,             0.99503,             0.99356,             0.99239,             0.80379,            0.013322,           0.0035407,           0.0013342,            0.002971,            0.002971,            0.002971
                  73,            0.018213,            0.007109,          0.00021546,             0.99517,             0.99356,              0.9917,             0.80609,            0.013146,            0.003527,           0.0013545,            0.002872,            0.002872,            0.002872
                  74,            0.017957,           0.0071166,          0.00020807,             0.99495,             0.99356,             0.99218,             0.80101,            0.013319,           0.0035582,           0.0013531,            0.002773,            0.002773,            0.002773
                  75,            0.017783,           0.0070845,           0.0002852,             0.99506,             0.99356,             0.99216,             0.80759,            0.013113,           0.0036764,           0.0013976,            0.002674,            0.002674,            0.002674
                  76,            0.018032,           0.0070882,          0.00020905,             0.99516,             0.99356,             0.99166,             0.80254,            0.013411,           0.0036491,           0.0013875,            0.002575,            0.002575,            0.002575
                  77,            0.017744,           0.0069984,          0.00022062,             0.99491,             0.99356,             0.99132,             0.80353,             0.01298,           0.0035108,           0.0013497,            0.002476,            0.002476,            0.002476
                  78,            0.017459,            0.007014,           0.0001883,             0.99476,             0.99356,             0.99248,              0.8059,            0.013046,             0.00349,           0.0013317,            0.002377,            0.002377,            0.002377
                  79,            0.018079,           0.0070111,          0.00018358,             0.99499,             0.99356,             0.99229,             0.80924,            0.013129,           0.0035473,           0.0013631,            0.002278,            0.002278,            0.002278
