               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.017324,           0.0073064,            0.000435,             0.98475,              0.9962,             0.99304,             0.87854,            0.013116,           0.0031994,           0.0011402,            0.002278,            0.002278,            0.002278
                  80,              0.0171,           0.0070772,           0.0004402,             0.99027,              0.9962,              0.9935,             0.88322,            0.013111,           0.0032101,            0.001124,            0.002179,            0.002179,            0.002179
                  81,            0.017011,            0.007142,          0.00040898,             0.99259,              0.9953,             0.99379,              0.8801,            0.013053,           0.0032069,           0.0011273,             0.00208,             0.00208,             0.00208
                  82,            0.016931,           0.0071942,          0.00042018,             0.99271,              0.9962,             0.99335,             0.87581,            0.012922,           0.0031927,           0.0011311,            0.001981,            0.001981,            0.001981
                  83,            0.016752,           0.0070858,          0.00038715,             0.99043,              0.9962,             0.99345,             0.87314,            0.012884,           0.0031893,           0.0011248,            0.001882,            0.001882,            0.001882
                  84,            0.016895,           0.0070277,          0.00040292,             0.99176,              0.9962,             0.99348,              0.8895,            0.012892,            0.003168,           0.0011133,            0.001783,            0.001783,            0.001783
                  85,             0.01681,           0.0072582,          0.00037884,             0.99283,              0.9962,             0.99338,             0.87713,               0.013,           0.0031993,           0.0011312,            0.001684,            0.001684,            0.001684
                  86,            0.016703,           0.0070927,          0.00044703,             0.99237,              0.9962,             0.99337,             0.87913,            0.013069,           0.0032089,           0.0011128,            0.001585,            0.001585,            0.001585
                  87,            0.016505,           0.0070495,          0.00040637,             0.99261,              0.9961,              0.9933,             0.88295,            0.012865,           0.0031893,           0.0011541,            0.001486,            0.001486,            0.001486
                  88,            0.016835,           0.0068876,          0.00036924,             0.99157,              0.9962,              0.9931,             0.88519,            0.012854,           0.0031893,            0.001146,            0.001387,            0.001387,            0.001387
                  89,            0.016358,           0.0068526,          0.00037315,             0.99208,              0.9962,             0.99331,             0.88939,             0.01283,           0.0031966,           0.0011449,            0.001288,            0.001288,            0.001288
                  90,            0.016325,           0.0069134,          0.00035741,             0.99197,              0.9962,             0.99312,             0.88652,             0.01283,           0.0031805,           0.0011506,            0.001189,            0.001189,            0.001189
                  91,            0.016474,           0.0069649,          0.00033116,             0.99186,              0.9962,             0.99303,             0.88261,            0.012911,           0.0031657,           0.0011629,             0.00109,             0.00109,             0.00109
                  92,            0.016043,           0.0070593,          0.00030863,             0.99087,              0.9962,             0.99277,             0.88143,            0.012897,           0.0031677,           0.0011785,            0.000991,            0.000991,            0.000991
                  93,            0.016219,           0.0069514,          0.00033649,             0.99038,              0.9962,             0.99307,             0.88342,            0.012819,           0.0031836,           0.0011654,            0.000892,            0.000892,            0.000892
                  94,            0.016087,           0.0067471,          0.00035867,             0.98769,              0.9962,              0.9932,             0.88373,            0.012757,           0.0031523,           0.0011694,            0.000793,            0.000793,            0.000793
                  95,            0.015882,           0.0067271,          0.00031271,             0.98762,              0.9962,             0.99315,             0.88758,            0.012767,            0.003159,           0.0011748,            0.000694,            0.000694,            0.000694
                  96,            0.015565,           0.0067095,          0.00029731,             0.98875,              0.9962,             0.99314,             0.89034,            0.012747,           0.0031721,           0.0011882,            0.000595,            0.000595,            0.000595
                  97,            0.015757,           0.0066211,           0.0003269,             0.99023,             0.99609,              0.9931,             0.89046,             0.01277,           0.0031624,           0.0011942,            0.000496,            0.000496,            0.000496
                  98,            0.015767,           0.0068083,          0.00035797,             0.98937,              0.9962,             0.99315,              0.8886,            0.012748,           0.0031611,           0.0011957,            0.000397,            0.000397,            0.000397
                  99,            0.015395,           0.0066787,          0.00031079,             0.98898,              0.9962,             0.99314,             0.88781,            0.012675,           0.0031615,           0.0011986,            0.000298,            0.000298,            0.000298
